灵梦,普通,NULL,NULL,障壁强化,阴之气力,幻觉弹,金属针,森罗结界,降神,追踪弹
灵梦,防御,NULL,NULL,铁壁之势,NULL,回旋幻想,应急处理,破邪之箭,NULL,精确瞄准,梦幻泡影,超越神技,NULL
舞,普通,NULL,NULL,泥泞,阴之气力,水球,水之舞,复仇,孤单的影子人形,反向飞身压
舞,力量,NULL,NULL,冷静与热情的狭间,NULL,欢快节奏,NULL,大暴雨,冰棺,黑暗天球,人形的怨返,水鏡,NULL
舞,防御,NULL,NULL,NULL,NULL,欢快节奏,妖虫的鳞粉,大暴雨,冰棺,铝热剂,NULL,神圣耀斑,NULL
梦子,普通,NULL,NULL,专心致志,阴之气力,开膛手,虎视眈眈,逆境一击,虎奔,归还之刃
梦子,力量,NULL,NULL,NULL,NULL,崩坏射击,破甲,虚像,交叉俯冲,NULL,威风堂堂,一闪,NULL
梦子,速度,NULL,NULL,乱射,NULL,十字斩,换防,快速投掷,速攻,看不见的心,NULL,一闪,NULL
神绮,普通,NULL,NULL,阳炎,阳之气力,磷火,恶梦的回忆,血腥风暴,假想朋友,三效合一
神绮,力量,NULL,NULL,NULL,NULL,梦幻泡影,暗夜传染,爆裂火炎,超高音调,NULL,大灾变,暗黑演舞,NULL
神绮,速度,NULL,NULL,NULL,NULL,不可思议的波动,雷霆帷幕,月虹,NULL,英勇之歌,大灾变,弧光,NULL
露米娅,普通,NULL,NULL,障壁强化,阴之气力,阴影球,深夜,淤泥球,失忆,无知之暗
露米娅,防御,NULL,NULL,NULL,NULL,甜美噩梦,急袭,杀戮之咬,灰尘炸弹,暗影之力,NULL,暗夜传染,NULL
露米娅,力量,NULL,NULL,障壁强化,阴之气力,黑洞,NULL,无限之暗,刺耳尖叫,悲哀旋律,日全食,拉普拉斯之眼,NULL
大妖精,普通,NULL,NULL,障壁强化,阳之气力,寄生虫,扩散光束,森林浴,能量吸收,盗窃之风
大妖精,防御,NULL,NULL,NULL,NULL,幻惑花粉,交换圈,NULL,迷雾,懒散迷雾,弧光,不合时令之花,NULL
大妖精,速度,NULL,NULL,NULL,NULL,幻惑花粉,NULL,灵力之恩惠,迷雾,妖虫的鳞粉,巨暴流,妖精之舞,NULL
琪露诺,普通,NULL,NULL,听天由命,阴之气力,霜刃,苹果炸弹,忍耐,逆境一击,软泥喷射
琪露诺,辅助,NULL,NULL,两手准备,NULL,水之音,地雷陷阱,冰河时代,终结斩击,冷雨,NULL,白雾,NULL
琪露诺,力量,NULL,NULL,NULL,NULL,冰棺,地雷陷阱,奋战,欢快节奏,寒冰机枪,NULL,桃弧棘矢,NULL
美铃,普通,NULL,NULL,阴之气力,阳之气力,正拳突击,石雨,幸运彩虹,穿突,流星冲击
美铃,速度,NULL,NULL,NULL,NULL,灵气汲取,激励,换防,天光之舞,NULL,舍命式,临战,NULL
美铃,防御,NULL,NULL,应急处理,NULL,崩山掌,鼓舞,NULL,流星吐息,天光之舞,震天动地,升天,NULL
小恶魔,普通,NULL,NULL,深夜,阳之气力,坏月亮,束缚陷阱,交换圈,甜美噩梦,未知的闪焰
小恶魔,防御,NULL,NULL,NULL,NULL,鼓舞,地相显现「白虎」,火墙,暗黑甜点,英勇之歌,交叉互换,NULL,NULL
小恶魔,辅助,NULL,NULL,NULL,NULL,痛苦加深,鼓舞,诅咒,暗黑甜点,狐火,NULL,死神之舞,NULL
帕秋莉,普通,NULL,NULL,障壁强化,阳之气力,雪月花,纯水帷幕,能量闪电,耀斑,三效合一
帕秋莉,力量,NULL,NULL,NULL,NULL,月亮加护,拉普拉斯之眼,炼狱,NULL,占星,冷雨,爆炸,NULL
帕秋莉,防御,NULL,NULL,NULL,NULL,月亮加护,月虹,迷雾,NULL,占星,雷霆之力,雷帝之怒,NULL
咲夜,普通,NULL,NULL,专心致志,阴之气力,开膛手,镜面世界,失落危机,反射镜,十字斩
咲夜,速度,NULL,NULL,急袭,追伐,拔刀斩,看不见的心,快速投掷,潜行之茜,NULL,镜像,一闪,NULL
咲夜,力量,NULL,NULL,急袭,八幡神加护,拔刀斩,舞蹈之剑,NULL,潜行之茜,幻影之刃,镜像,一闪,NULL
蕾米莉亚,普通,NULL,NULL,深夜,阴之气力,阴影球,羽毛飞射,气象显现「浓雾」,暗影步,关灯
蕾米莉亚,力量,NULL,NULL,NULL,NULL,风之标枪,闪电之枪,粉碎旋击,火焰标枪,拉普拉斯之眼,NULL,暗夜传染,NULL
蕾米莉亚,速度,NULL,NULL,NULL,NULL,震荡,负之嘲笑,粉碎旋击,大火枪,NULL,暗黑甜点,太刀风,NULL
芙兰朵露,普通,NULL,NULL,障壁强化,阳之气力,血腥风暴,漫反射激光,玩火,哀嚎,恐慌呼叫
芙兰朵露,速度,NULL,NULL,NULL,NULL,星火术,毁灭,暗影步,暗黑甜点,NULL,弧光,弹幕乱舞,NULL
芙兰朵露,力量,NULL,NULL,NULL,NULL,闪燃,噬魂,毁灭,暗黑甜点,NULL,人形的怨返,火山,NULL
蕾蒂,普通,NULL,NULL,泥泞,阳之气力,打雪仗,雪月花,失忆,恶作剧,软泥喷射
蕾蒂,力量,NULL,NULL,两手准备,鼓舞,集中豪雨,Ｐ点,负之雾,冰河时代,投币接关,NULL,冷雨,NULL
蕾蒂,防御,NULL,NULL,NULL,NULL,能量吸收,灵力之恩惠,吸血种子,NULL,冰河时代,无我之境,震天动地,NULL
橙,普通,NULL,NULL,障壁强化,阳之气力,夜间大风,急袭,恶作剧,天神加护,风之波动
橙,速度,NULL,NULL,NULL,NULL,疾风迅雷,鼓舞,大火枪,归燕,NULL,巨暴流,太刀风,NULL
橙,辅助,NULL,NULL,人形的怨返,NULL,山崩,鼓舞,神速空袭,归燕,NULL,土石巨浪,英勇之歌,NULL
莉莉,普通,NULL,NULL,防壁强化,阳之气力,天神加护,Ｐ点,撒豆子,海市蜃楼,乱射
莉莉,辅助,NULL,NULL,破灭之声,NULL,三效合一,哀嚎,NULL,未知的闪焰,神秘之風,弹幕乱舞,白百合之舞,NULL
莉莉,力量,NULL,NULL,NULL,NULL,能量吸收,三效合一,摇篮曲,NULL,不合时令之花,弹幕乱舞,妖精之舞,NULL
莉莉卡,普通,NULL,NULL,听天由命,阴之气力,鬼计,嚎叫,鼓舞,暗影步,舞蹈线
莉莉卡,速度,NULL,NULL,节奏还原,两手准备,灵魂猎手,诅咒,隐形陷阱,高频崩毁,人形的怨返,NULL,亡灵午夜,NULL
莉莉卡,力量,NULL,NULL,节奏还原,NULL,不可思议的波动,抱怨,NULL,拉普拉斯之眼,鲨鱼交易,大灾变,弹幕乐团,NULL
梅露兰,普通,NULL,NULL,调侓,阳之气力,人魂漫步,圆舞曲,鼓舞,血腥风暴,梦幻旋律
梅露兰,辅助,NULL,NULL,节奏还原,两手准备,噬魂,喜悦之舞,无限音阶,英勇之歌,骚灵现象,NULL,弹幕乐团,NULL
梅露兰,力量,NULL,NULL,节奏还原,NULL,生命爆发,舞蹈线,燃烧强袭,英勇之歌,NULL,升天,爆音全发射,NULL
露娜萨,普通,NULL,NULL,沉积岩,阴之气力,氛围音乐,鬼计,鼓舞,正后方是谁,幽灵合奏
露娜萨,辅助,NULL,NULL,节奏还原,两手准备,诅咒,卡戎饰符,刺耳尖叫,高频崩毁,诅咒返还,NULL,死神之舞,NULL
露娜萨,防御,NULL,NULL,节奏还原,哀嚎,狐火,卡戎饰符,剧毒新星,高频崩毁,诅咒返还,NULL,弹幕乐团,NULL
妖梦,普通,NULL,NULL,专心致志,阴之气力,小心怨灵,拔刀斩,虎视眈眈,忍耐,归还之刃
妖梦,速度,NULL,NULL,英勇之歌,奋斗之势,灵魂猎手,十字斩,集中之势,饥渴之魂,NULL,底力,一闪,NULL
妖梦,力量,NULL,NULL,NULL,NULL,破甲,十字斩,集中之势,逆境一击,NULL,舍命式,菊水,NULL
幽幽子,普通,NULL,NULL,沉积岩,阳之气力,人魂漫步,天神加护,寄生虫,森林浴,噬魂
幽幽子,防御,NULL,NULL,散华秋风舞,NULL,狐火,卡戎饰符,诅咒返还,鬼魂波动,NULL,交叉互换,死者的呼声,NULL
幽幽子,力量,NULL,NULL,气象显现「极光」,NULL,能量吸收,卡戎饰符,蝴蝶之舞,鬼魂波动,不合时令之花,NULL,樱吹雪,NULL
蓝,普通,NULL,NULL,阳炎,阴之气力,幻觉弹,火柱,虎奔,韦驮天,圣艾尔摩之火
蓝,力量,NULL,NULL,NULL,NULL,升阳,铝热剂,幻影之刃,NULL,燃烧强袭,大地解放,烈火,NULL
蓝,防御,NULL,NULL,NULL,NULL,石钉,韦驮天,幻影之刃,NULL,交换圈,梦幻泡影,流星吐息,NULL
紫,普通,NULL,NULL,阳炎,阳之气力,磷火,四神加护,风之列车,假想朋友,恶梦的回忆
紫,力量,NULL,NULL,NULL,NULL,重力炮,攻击置换,未知的闪焰,防御置换,大灾变,NULL,弹幕乱舞,NULL
紫,防御,NULL,NULL,NULL,NULL,拉普拉斯之眼,攻击均分,未知的闪焰,防御均分,暗黑甜点,NULL,大灾变,NULL
莲子,普通,NULL,NULL,防壁强化,阳之气力,天光之舞,力场屏障,失落危机,力场保护,扩散光束
莲子,辅助,NULL,NULL,地相显现「朱雀」,地相显现「玄武」,四神加护,暗影步,乱射,电击,NULL,幸运彩虹,弧光,NULL
莲子,速度,NULL,NULL,气象显现「黄砂」,气象显现「微风」,天神加护,超限激光,乱射,星火术,NULL,幸运彩虹,弧光,NULL
梅莉,普通,NULL,NULL,防壁强化,阳之气力,天光之舞,力场屏障,失落危机,力场保护,扩散光束
梅莉,防御,NULL,NULL,NULL,NULL,四神加护,瘴气,森罗结界,无限之暗,攻击均分,NULL,炎龙之舞,NULL
梅莉,力量,NULL,NULL,NULL,NULL,拉普拉斯之眼,天神加护,未知的闪焰,星火术,暗黑甜点,NULL,大灾变,NULL
霖之助,普通,NULL,NULL,专心致志,阴之气力,追踪弹,暗影步,飞锤,节俭精神,逆境一击
霖之助,防御,NULL,NULL,NULL,NULL,归燕,两手准备,NULL,底力,一闪,杀手锏,全心全意,NULL
霖之助,力量,NULL,NULL,NULL,NULL,归燕,两手准备,反射镜,铁壁之势,一闪,NULL,侵攻转化,NULL
朱鹭子,普通,NULL,NULL,防壁强化,阴之气力,羽毛飞射,虎奔,交换圈,隐形陷阱,盗窃之风
朱鹭子,力量,NULL,NULL,气象显现「微风」,气象显现「极光」,归燕,日全食,栖木,NULL,螺旋岩,临战,风炎焚风,NULL
朱鹭子,辅助,NULL,NULL,风神加护,气象显现「微风」,震击刻印,回旋幻想,栖木,NULL,神秘之風,风炎焚风,神速空袭,NULL
莉格露,普通,NULL,NULL,深夜,阴之气力,苹果炸弹,阴影球,猛毒瓦斯,甜美噩梦,虎奔
莉格露,力量,NULL,NULL,吸血种子,NULL,玻璃标枪,翻滚植物,幻惑花粉,暗夜传染,纠缠根须,猛进之势,NULL,NULL
莉格露,辅助,NULL,NULL,吸血种子,森林浴,强力汲取,灰尘炸弹,束缚陷阱,灵力之恩惠,花鸟风月,NULL,神秘之風,NULL
米斯蒂娅,普通,NULL,NULL,调侓,阳之气力,女高音,坏月亮,鼓舞,夜间大风,悲哀旋律
米斯蒂娅,防御,NULL,NULL,破灭之声,NULL,哀嚎,拉普拉斯之眼,超高音调,NULL,太刀风,弹幕乐团,无限音阶,NULL
米斯蒂娅,力量,NULL,NULL,栖木,NULL,无限音阶,神速空袭,超高音调,喜悦之舞,NULL,英勇之歌,弹幕乐团,NULL
慧音,普通,NULL,NULL,防壁强化,阴之气力,飞锤,天使的阶梯,穿突,急袭,光之枪
慧音,防御,NULL,NULL,崩山掌,地相显现「白虎」,集中之势,反乱冲击,铁壁之势,水鏡,NULL,升天,菊水,NULL
慧音,力量,NULL,NULL,NULL,NULL,月亮加护,灵力之恩惠,月虹,日全食,NULL,终结斩击,弧光,NULL
帝,普通,NULL,NULL,听天由命,阳之气力,虎奔,失落危机,禁足,应急处理,毁灭
帝,辅助,NULL,NULL,恶作剧,NULL,三效合一,鲨鱼交易,疾风迅雷,NULL,雷云之瞳,未知的闪焰,弹幕乱舞,NULL
帝,力量,NULL,NULL,NULL,NULL,欺诈玉,NULL,交换圈,盗窃之风,恶作剧,皇家棱镜,潜行,NULL
优昙华院,普通,NULL,NULL,阳炎,阴之气力,幻觉弹,二重身,坏月亮,虚像,圣艾尔摩之火
优昙华院,辅助,NULL,NULL,NULL,NULL,奈落之花,交换圈,欢快节奏,戈尔贡之瞳,NULL,梦幻泡影,人形的怨返,NULL
优昙华院,力量,NULL,NULL,NULL,NULL,奈落之花,毒箭,崩坏射击,戈尔贡之瞳,NULL,梦幻泡影,剧毒新星,NULL
永琳,普通,NULL,NULL,感染,阳之气力,烟雾弹,肥皂泡,乱射,毒性陷阱,猛毒瓦斯
永琳,辅助,NULL,NULL,NULL,NULL,软泥喷射,剧毒螺旋,应急处理,懒散迷雾,NULL,谜之液体,冷雨,NULL
永琳,力量,NULL,NULL,NULL,NULL,月亮加护,剧毒螺旋,应急处理,负之雾,NULL,铬激光,毒性炸弹,NULL
辉夜,普通,NULL,NULL,防壁强化,阳之气力,原初之光,天神加护,气象显现「极光」,蝴蝶之舞,三效合一
辉夜,防御,NULL,NULL,NULL,NULL,星火术,月亮加护,灵力之恩惠,月虹,彩光百花,NULL,弧光,NULL
辉夜,力量,NULL,NULL,NULL,NULL,星火术,闪光弹,Ｐ点,NULL,水之吐息,爆炸,脉冲激光,NULL
妹红,普通,NULL,NULL,摩擦热,阳之气力,玩火,虎奔,裂盔,地相显现「朱雀」,火墙
妹红,速度,NULL,NULL,NULL,NULL,铝热剂,Ｐ点,NULL,森罗结界,土石巨浪,炎龙之舞,火山,NULL
妹红,力量,NULL,NULL,NULL,NULL,铝热剂,开瓶起子,升阳,燃烧强袭,NULL,舍命式,火山,NULL
萃香,普通,NULL,NULL,受身,阴之气力,正拳突击,石雨,黑洞,气象显现「黄砂」,开瓶起子
萃香,力量,NULL,NULL,NULL,NULL,石钉,交叉反击,逆境一击,NULL,流星吐息,升天,真空破断拳,NULL
萃香,防御,NULL,NULL,NULL,NULL,升阳,爆裂火炎,崩山掌,逆境一击,NULL,升天,炼狱炎舞,NULL
桑尼,普通,NULL,NULL,聚集之星,阳之气力,原初之光,玩火,狐火,闪光弹,漫反射激光
桑尼,辅助,NULL,NULL,太阳加护,NULL,迷彩,星火术,鼓舞,灵力之恩惠,隐形陷阱,NULL,炎龙之舞,NULL
桑尼,力量,NULL,NULL,NULL,NULL,太阳加护,星火术,NULL,迷雾,炼狱,妖精之舞,弧光,NULL
露娜,普通,NULL,NULL,聚集之星,阳之气力,原初之光,夜间大风,雷霆帷幕,闪光弹,舞风
露娜,力量,NULL,NULL,NULL,NULL,迷彩,月虹,月亮加护,灵力之恩惠,束缚陷阱,NULL,巨暴流,NULL
露娜,速度,NULL,NULL,NULL,NULL,无限音阶,月虹,鼓舞,迷雾,灵力之恩惠,NULL,妖精之舞,NULL
斯塔,普通,NULL,NULL,聚集之星,阴之气力,点灯,水球,退潮,闪光弹,原子能
斯塔,力量,NULL,NULL,NULL,NULL,反向飞身压,大暴雨,NULL,强力汲取,灵力之恩惠,巨浪,光通量,NULL
斯塔,防御,NULL,NULL,集中豪雨,NULL,迷彩,占星,星火术,NULL,灵力之恩惠,回旋幻想,死神之舞,NULL
梅蒂欣,普通,NULL,NULL,感染,阳之气力,紫色烟雾,寄生虫,幻惑花粉,负之雾,瘴气
梅蒂欣,防御,NULL,NULL,NULL,NULL,玻璃标枪,生命之泉,灰尘炸弹,NULL,强力汲取,剧毒新星,酒宴狂欢,NULL
梅蒂欣,力量,NULL,NULL,NULL,NULL,影子炸弹,诅咒,灰尘炸弹,NULL,迷彩,剧毒新星,全心全意,NULL
文,普通,NULL,NULL,防壁强化,阳之气力,羽毛飞射,韦驮天,强袭射击,穿突,龙卷风
文,速度,NULL,NULL,栖木,隐形陷阱,大龙卷,NULL,哀嚎,交换圈,风炎焚风,归燕,风神加护,NULL
文,力量,NULL,NULL,栖木,NULL,螺旋,NULL,速攻,灵石乱舞,舍命式,归燕,幻想乡直击台风,NULL
小町,普通,NULL,NULL,沉积岩,阴之气力,水球,大暴雨,小心怨灵,虎奔,水刀
小町,辅助,NULL,NULL,NULL,NULL,潜行之茜,狐火,突发洪水,应急处理,NULL,死者的呼声,死神之舞,NULL
小町,力量,NULL,NULL,NULL,NULL,飞瀑,十字斩,反向飞身压,临死体验,NULL,破甲,巨浪,NULL
映姬,普通,NULL,NULL,防壁强化,阳之气力,原初之光,裂盔,定位,三效合一,光之枪
映姬,力量,NULL,NULL,爆裂拳,原子能,反射镜,生命爆发,咆哮,NULL,破邪之箭,天罚一击,升天,NULL
